Number,Date,Price,Amount,15DayAverage,31DayAverage,Trend,predictionValues
1444,31/8/2019,16.644,246,16.837666666666667,16.707032258064512,16.240963336686924,0
1445,01/9/2019,17.084,224,16.8832,16.751580645161287,16.325267003018233,0
1446,02/9/2019,17.429,245,16.892400000000002,16.786612903225805,16.43564030271641,0
1447,03/9/2019,17.314,212,16.91766666666667,16.84125806451613,16.52347627244477,0
1448,04/9/2019,17.146,222,16.955733333333335,16.892032258064518,16.585728645200295,0
1449,05/9/2019,17.68,195,17.0336,16.94425806451613,16.695155780680267,0
1450,06/9/2019,17.619,213,17.09606666666667,16.990677419354842,16.78754020261224,0
1451,07/9/2019,17.94,257,17.168066666666668,17.043967741935486,16.90278618235102,0
1452,08/9/2019,16.712,306,17.23166666666667,17.096000000000004,16.883707564115916,0
1453,09/9/2019,16.371,240,17.2524,17.137612903225808,16.832436807704322,0
1454,10/9/2019,16.708,219,17.243133333333333,17.174,16.81999312693389,0
1455,11/9/2019,16.828,211,17.2654,17.211580645161288,16.820793814240503,0
1456,12/9/2019,17.207,196,17.294733333333333,17.254870967741937,16.859414432816454,0
1457,13/9/2019,17.305,234,17.31766666666666,17.3156129032258,16.903972989534807,0
1458,14/9/2019,17.534,260,17.328266666666664,17.35848387096774,16.96697569058133,0
1459,15/9/2019,17.598,224,17.313066666666664,17.39148387096774,17.030078121523196,0
1460,16/9/2019,17.395,193,17.379933333333334,17.423709677419353,17.066570309370878,0
1461,17/9/2019,17.29,200,17.443133333333332,17.43732258064516,17.08891327843379,0
1462,18/9/2019,17.648,172,17.486666666666665,17.44890322580645,17.144821950590412,0
1463,19/9/2019,17.586,189,17.531066666666664,17.45809677419355,17.188939755531372,0
1464,20/9/2019,18.024,193,17.557199999999998,17.480838709677418,17.272445779978234,0
1465,21/9/2019,17.778,229,17.598333333333333,17.47970967741935,17.32300120198041,0
1466,22/9/2019,17.712,214,17.609199999999998,17.470096774193543,17.36190108178237,0
1467,23/9/2019,17.715,174,17.601133333333333,17.467193548387094,17.397210973604135,0
1468,24/9/2019,17.319,191,17.61766666666667,17.518032258064515,17.389389876243722,0
1469,25/9/2019,17.361,163,17.63206666666667,17.565193548387096,17.38655088861935,0
1470,26/9/2019,17.494,185,17.641399999999997,17.616161290322584,17.397295799757416,0
1471,27/9/2019,17.599,187,17.642266666666668,17.66351612903226,17.417466219781673,0
1472,28/9/2019,17.922,219,17.630733333333335,17.69367741935484,17.467919597803505,0
1473,29/9/2019,17.697,215,17.621866666666666,17.73058064516129,17.490827638023156,0
1474,30/9/2019,17.477,208,17.595799999999997,17.751870967741937,17.48944487422084,0
1475,01/10/2019,17.643,203,17.6048,17.776838709677424,17.504800386798756,0
1476,02/10/2019,17.506,201,17.6694,17.80448387096774,17.50492034811888,0
1477,03/10/2019,17.788,203,17.700866666666666,17.84077419354839,17.533228313306992,0
1478,04/10/2019,17.599,224,17.753800000000002,17.8461935483871,17.539805481976295,0
1479,05/10/2019,17.851,232,17.80026666666667,17.84525806451613,17.570924933778663,0
1480,06/10/2019,17.645,225,17.814933333333332,17.837741935483876,17.578332440400796,0
1481,07/10/2019,17.321,184,17.865066666666667,17.838419354838713,17.552599196360717,0
1482,08/10/2019,17.85,175,17.91286666666667,17.81477419354839,17.582339276724646,0
1483,09/10/2019,18.288,168,17.96146666666667,17.79332258064516,17.652905349052183,0
1484,10/10/2019,17.833,188,18.0112,17.796225806451613,17.670914814146965,0
1485,11/10/2019,18.288,200,18.052999999999997,17.79493548387097,17.73262333273227,0
1486,12/10/2019,18.296,215,18.067466666666668,17.765580645161293,17.788960999459043,0
1487,13/10/2019,18.142,215,18.047866666666668,17.730516129032257,17.82426489951314,0
1488,14/10/2019,18.449,188,18.057599999999997,17.670548387096773,17.886738409561826,0
1489,15/10/2019,18.194,163,18.089466666666667,17.6258064516129,17.917464568605645,0
1490,16/10/2019,18.372,158,18.0314,17.588322580645162,17.96291811174508,0
1491,17/10/2019,18.252,151,17.948866666666667,17.557322580645163,17.99182630057057,0
1492,18/10/2019,18.415,229,17.9206,17.548645161290324,18.03414367051351,0
1493,19/10/2019,17.816,302,17.856133333333332,17.5371935483871,18.012329303462163,0
1494,20/10/2019,17.557,279,17.742,17.535354838709676,17.966796373115947,0
1495,21/10/2019,17.791,232,17.633333333333333,17.525645161290324,17.949216735804352,0
1496,22/10/2019,17.799,186,17.474266666666665,17.515354838709676,17.934195062223917,0
1497,23/10/2019,16.979,179,17.348666666666663,17.50796774193549,17.838675556001526,0
1498,24/10/2019,17.05,195,17.211533333333332,17.50232258064516,17.75980800040137,0
1499,25/10/2019,17.409,205,17.106866666666665,17.47567741935484,17.724727200361237,0
1500,26/10/2019,17.321,214,17.02833333333333,17.465322580645164,17.684354480325112,0
1501,27/10/2019,16.584,231,17.002799999999997,17.436612903225804,17.5743190322926,0
1502,28/10/2019,16.512,185,17.0018,17.39812903225807,17.468087129063342,0
1503,29/10/2019,16.063,218,16.985733333333332,17.367483870967742,17.327578416157007,0
1504,30/10/2019,16.31,189,16.9542,17.326612903225808,17.225820574541306,0
1505,31/10/2019,16.315,212,16.96173333333333,17.299161290322584,17.134738517087175,0
1506,01/11/2019,16.682,255,17.003399999999996,17.262451612903227,17.089464665378458,0
1507,02/11/2019,17.237,234,17.006933333333333,17.219290322580644,17.104218198840613,0
1508,03/11/2019,17.433,203,17.019666666666662,17.162516129032255,17.137096378956553,0
1509,04/11/2019,17.542,195,17.073933333333333,17.02958064516129,17.1775867410609,0
1510,05/11/2019,17.55,179,17.113333333333333,16.91238709677419,17.21482806695481,0
1511,06/11/2019,17.326,179,17.1886,16.789612903225805,17.22594526025933,0
1512,07/11/2019,17.092,206,17.24673333333333,16.67722580645161,17.212550734233396,0
1513,08/11/2019,17.675,206,17.315266666666663,16.596870967741932,17.25879566081006,0
1514,09/11/2019,17.462,252,17.352066666666662,16.502935483870967,17.279116094729055,0
1515,10/11/2019,17.512,233,17.33053333333333,16.39674193548387,17.30240448525615,0
1516,11/11/2019,17.398,212,17.27866666666667,16.285903225806454,17.311964036730537,0
1517,12/11/2019,17.103,168,17.0222,16.19141935483871,17.291067633057484,0
1518,13/11/2019,17.192,172,16.780466666666666,16.09641935483871,17.281160869751737,0
1519,14/11/2019,17.182,170,16.557733333333335,16.034322580645163,17.271244782776563,0
1520,15/11/2019,17.343,203,16.3726,15.961354838709678,17.27842030449891,0
1521,16/11/2019,17.234,217,16.160133333333334,15.888580645161293,17.273978274049018,0
1522,17/11/2019,16.914,206,15.938533333333332,15.81264516129032,17.237980446644116,0
1523,18/11/2019,16.655,237,15.7122,15.719096774193545,17.179682401979704,0
1524,19/11/2019,13.695,1180,15.478,15.632225806451613,16.831214161781734,0
1525,20/11/2019,13.924,412,15.248133333333332,15.548774193548386,16.54049274560356,0
1526,21/11/2019,13.985,272,15.006466666666665,15.481387096774196,16.284943471043206,0
1527,22/11/2019,14.315,274,14.803533333333332,15.42390322580645,16.087949123938888,0
1528,23/11/2019,14.488,279,14.583866666666669,15.372935483870968,15.927954211545,0
1529,24/11/2019,14.138,244,14.372200000000001,15.299129032258065,15.7489587903905,0
1530,25/11/2019,14.117,189,14.1998,15.233870967741938,15.58576291135145,0
1531,26/11/2019,13.885,231,14.045266666666667,15.162774193548389,15.415686620216306,0
1532,27/11/2019,13.655,264,14.114933333333333,15.112451612903225,15.239617958194675,0
1533,28/11/2019,13.567,261,14.183666666666669,15.061741935483873,15.072356162375208,0
1534,29/11/2019,14.138,272,14.28206666666667,15.015806451612905,14.978920546137687,0
1535,30/11/2019,14.048,277,14.364000000000003,14.974806451612904,14.885828491523919,0
1536,01/12/2019,14.059,267,14.432266666666667,14.930967741935484,14.803145642371526,0
1537,02/12/2019,14.328,244,14.515533333333332,14.881870967741932,14.755631078134373,0
1538,03/12/2019,14.337,229,14.603666666666665,14.846129032258064,14.713767970320935,0
1539,04/12/2019,14.74,245,14.698533333333334,14.802645161290322,14.716391173288843,0
1540,05/12/2019,14.955,222,14.844066666666667,14.842354838709674,14.740252055959958,0
1541,06/12/2019,15.461,291,14.975000000000001,14.881677419354839,14.812326850363963,0
1542,07/12/2019,15.544,249,15.083666666666668,14.911935483870966,14.885494165327568,0
1543,08/12/2019,15.512,261,15.207866666666666,14.949806451612902,14.948144748794812,0
1544,09/12/2019,15.387,204,15.3362,15.00138709677419,14.992030273915331,0
1545,10/12/2019,15.439,228,15.428466666666667,15.090354838709679,15.0367272465238,0
1546,11/12/2019,15.308,237,15.5264,15.186451612903223,15.06385452187142,0
1547,12/12/2019,15.838,229,15.5642,15.280064516129029,15.141269069684279,0
1548,13/12/2019,15.531,253,15.562266666666668,15.37241935483871,15.180242162715851,0
1549,14/12/2019,15.768,288,15.541066666666666,15.476064516129034,15.239017946444267,0
1550,15/12/2019,15.911,251,15.499666666666666,15.565225806451615,15.306216151799841,0
1551,16/12/2019,15.984,212,15.498133333333334,15.656258064516125,15.373994536619858,0
1552,17/12/2019,15.712,243,15.5448,15.745290322580642,15.407795082957872,0
1553,18/12/2019,15.806,216,15.641933333333332,15.825516129032257,15.447615574662086,0
1554,19/12/2019,15.307,250,15.761133333333332,15.911322580645164,15.433554017195878,0
1555,20/12/2019,14.926,360,15.824399999999999,15.99209677419355,15.38279861547629,0
1556,21/12/2019,15.143,324,15.8902,16.08525806451613,15.358818753928661,0
1557,22/12/2019,14.923,313,15.957666666666666,16.15193548387097,15.315236878535796,0
1558,23/12/2019,15.489,304,16.023733333333336,16.225580645161294,15.332613190682217,0
1559,24/12/2019,16.087,332,16.082800000000002,16.30477419354839,15.408051871613996,0
1560,25/12/2019,16.896,454,16.1566,16.391838709677423,15.556846684452596,0
1561,26/12/2019,17.096,382,16.223866666666666,16.478548387096772,15.710762016007337,0
1562,27/12/2019,16.787,394,16.336533333333332,16.57474193548387,15.818385814406604,0
1563,28/12/2019,16.518,362,16.49106666666667,16.647483870967744,15.888347232965943,0
1564,29/12/2019,16.78,329,16.671066666666665,16.729419354838708,15.97751250966935,0
1565,30/12/2019,16.902,329,16.844733333333334,16.808225806451613,16.069961258702413,0
1566,31/12/2019,16.87,302,17.0006,16.866999999999997,16.149965132832172,0
1567,01/1/2020,16.819,319,17.125933333333332,16.924612903225807,16.216868619548954,0
1568,02/1/2020,16.815,375,17.205266666666667,17.004451612903228,16.27668175759406,0
1569,03/1/2020,16.997,342,17.274,17.076806451612907,16.34871358183465,0
1570,04/1/2020,17.244,327,17.3742,17.158129032258067,16.438242223651187,0
1571,05/1/2020,17.843,290,17.4792,17.24690322580645,16.57871800128607,0
1572,06/1/2020,17.528,282,17.565266666666666,17.330612903225806,16.673646201157464,0
1573,07/1/2020,17.827,277,17.65253333333333,17.409193548387094,16.788981581041718,0
1574,08/1/2020,17.967,269,17.710066666666663,17.47267741935483,16.906783422937547,0
1575,09/1/2020,18.086,287,17.773466666666664,17.49770967741935,17.02470508064379,0
1576,10/1/2020,18.127,287,17.864933333333333,17.500483870967734,17.134934572579414,0
1577,11/1/2020,18.29,324,17.935066666666668,17.479483870967737,17.250441115321472,0
1578,12/1/2020,18.093,294,17.974,17.47477419354838,17.334697003789323,0
1579,13/1/2020,18.071,271,17.963,17.475387096774195,17.408327303410392,0
1580,14/1/2020,18.211,261,17.977,17.482935483870968,17.488594573069353,0
1581,15/1/2020,17.733,262,17.9458,17.504451612903228,17.513035115762417,0
1582,16/1/2020,17.77,262,17.911800000000003,17.52929032258065,17.538731604186175,0
1583,17/1/2020,18.187,271,17.830266666666667,17.54577419354839,17.603558443767557,0
1584,18/1/2020,18.049,299,17.753933333333332,17.556419354838706,17.648102599390803,0
1585,19/1/2020,17.828,302,17.630933333333335,17.575258064516127,17.666092339451723,0
1586,20/1/2020,17.678,268,17.53413333333333,17.58190322580645,17.667283105506552,0
1587,21/1/2020,17.738,258,17.43186666666667,17.58025806451613,17.6743547949559,0
1588,22/1/2020,17.359,236,17.352066666666666,17.58464516129033,17.64281931546031,0
1589,23/1/2020,17.457,237,17.341133333333335,17.578451612903226,17.62423738391428,0
1590,24/1/2020,16.863,313,17.33246666666667,17.566096774193547,17.548113645522854,0
1591,25/1/2020,16.982,346,17.275333333333332,17.54751612903226,17.49150228097057,0
1592,26/1/2020,16.445,340,17.21506666666666,17.529548387096774,17.38685205287351,0
1593,27/1/2020,16.641,272,17.198600000000003,17.511032258064514,17.312266847586162,0
1594,28/1/2020,16.537,220,17.1834,17.494516129032256,17.234740162827546,0
1595,29/1/2020,17.014,248,17.186999999999998,17.463354838709673,17.21266614654479,0
1596,30/1/2020,17.569,213,17.20733333333333,17.443935483870963,17.24829953189031,0
1597,31/1/2020,17.64,323,17.219199999999997,17.44796774193548,17.28746957870128,0
1598,01/2/2020,17.33,310,17.267266666666668,17.442806451612903,17.291722620831152,0
1599,02/2/2020,17.145,315,17.302466666666664,17.421419354838708,17.27705035874804,0
1600,03/2/2020,17.581,267,17.377466666666667,17.39316129032258,17.307445322873235,0
1601,04/2/2020,17.45,271,17.449133333333336,17.377129032258065,17.32170079058591,0
1602,05/2/2020,17.792,259,17.51873333333333,17.365290322580645,17.36873071152732,0
1603,06/2/2020,17.664,276,17.524800000000003,17.349451612903223,17.398257640374588,0
1604,07/2/2020,17.635,300,17.52746666666667,17.34490322580645,17.42193187633713,0
1605,08/2/2020,17.584,327,17.541999999999998,17.33309677419355,17.438138688703418,0
1606,09/2/2020,17.51,297,17.560666666666666,17.342870967741938,17.445324819833075,0
1607,10/2/2020,17.57,276,17.585933333333337,17.351677419354843,17.457792337849767,0
1608,11/2/2020,17.716,258,17.558733333333333,17.368225806451612,17.48361310406479,0
1609,12/2/2020,17.581,265,17.5508,17.38725806451613,17.493351793658313,0
1610,13/2/2020,17.105,257,17.518733333333333,17.39835483870968,17.454516614292483,0
1611,14/2/2020,17.609,323,17.49093333333333,17.406258064516127,17.469964952863236,0
1612,15/2/2020,17.858,323,17.463133333333328,17.39074193548387,17.508768457576913,0
1613,16/2/2020,17.61,290,17.430266666666668,17.37803225806452,17.51889161181922,0
1614,17/2/2020,17.524,291,17.407333333333334,17.370548387096772,17.5194024506373,0
1615,18/2/2020,17.173,280,17.38633333333333,17.389580645161292,17.48476220557357,0
1616,19/2/2020,17.331,256,17.3358,17.40138709677419,17.469385985016213,0
1617,20/2/2020,17.311,283,17.31246666666667,17.417645161290324,17.453547386514593,0
1618,21/2/2020,17.247,282,17.29753333333333,17.428290322580644,17.432892647863135,0
1619,22/2/2020,17.218,282,17.2742,17.43993548387097,17.411403383076824,0
1620,23/2/2020,17.091,324,17.22286666666667,17.458451612903225,17.379363044769143,0
1621,24/2/2020,17.166,292,17.1986,17.471322580645165,17.358026740292228,0
1622,25/2/2020,17.255,312,17.1702,17.47661290322581,17.347724066263005,0
1623,26/2/2020,16.958,279,17.207666666666668,17.46893548387097,17.308751659636705,0
1624,27/2/2020,17.231,261,17.248733333333337,17.448677419354837,17.300976493673033,0
1625,28/2/2020,16.881,330,17.291600000000003,17.44183870967742,17.25897884430573,0
1626,29/2/2020,17.259,359,17.349933333333336,17.445064516129033,17.258980959875156,0
1627,01/3/2020,17.088,355,17.40373333333333,17.438870967741938,17.24188286388764,0
1628,02/3/2020,17.246,293,17.47826666666667,17.40706451612903,17.242294577498875,0
1629,03/3/2020,17.098,286,17.532733333333333,17.380032258064514,17.227865119748987,0
1630,04/3/2020,17.735,315,17.56066666666667,17.346709677419355,17.278578607774087,0
1631,05/3/2020,17.947,311,17.5856,17.322193548387094,17.345420746996677,0
1632,06/3/2020,17.954,333,17.57606666666667,17.299774193548384,17.40627867229701,0
1633,07/3/2020,18.122,357,17.6086,17.26383870967742,17.47785080506731,0
1634,08/3/2020,18.025,337,17.605,17.23654838709677,17.532565724560577,0
1635,09/3/2020,18.209,304,17.626933333333334,17.187774193548385,17.60020915210452,0
1636,10/3/2020,17.983,263,17.602,17.151774193548388,17.638488236894066,0
1637,11/3/2020,17.674,306,17.580266666666667,17.112806451612904,17.64203941320466,0
1638,12/3/2020,17.332,288,17.497333333333334,17.08061290322581,17.611035471884193,0
1639,13/3/2020,17.088,313,17.39506666666667,17.059838709677425,17.558731924695774,0
1640,14/3/2020,17.369,367,17.3072,17.074645161290324,17.539758732226197,0
1641,15/3/2020,17.205,360,17.178866666666668,17.082709677419363,17.506282859003576,0
1642,16/3/2020,17.417,325,17.070600000000002,17.02590322580646,17.49735457310322,0
1643,17/3/2020,16.872,317,16.90373333333333,16.979548387096777,17.434819115792898,0
1644,18/3/2020,16.772,357,16.769866666666665,16.933129032258066,17.36853720421361,0
1645,19/3/2020,16.491,280,16.655466666666666,16.903161290322583,17.28078348379225,0
1646,20/3/2020,16.413,333,16.5838,16.84864516129032,17.194005135413025,0
1647,21/3/2020,16.636,299,16.5322,16.80096774193548,17.138204621871722,0
1648,22/3/2020,16.197,390,16.5536,16.754612903225805,17.04408415968455,0
1649,23/3/2020,16.401,266,16.548666666666666,16.709548387096774,16.979775743716097,0
1650,24/3/2020,15.706,299,16.42073333333333,16.674129032258065,16.852398169344486,0
1651,25/3/2020,15.975,372,16.339333333333332,16.634483870967745,16.764658352410038,0
1652,26/3/2020,15.958,345,16.275,16.6191935483871,16.683992517169035,0
1653,27/3/2020,16.257,339,16.253533333333333,16.62183870967742,16.641293265452134,0
1654,28/3/2020,16.314,385,16.229000000000003,16.641,16.608563938906922,0
1655,29/3/2020,17.69,196,16.217866666666666,16.669774193548392,16.71670754501623,0
1656,30/3/2020,17.131,209,16.2392,16.67483870967742,16.75813679051461,0
1657,31/3/2020,15.498,540,16.260799999999996,16.707741935483877,16.632123111463148,0
1658,01/4/2020,15.651,481,16.3422,16.732612903225807,16.534010800316835,0
1659,02/4/2020,15.807,449,16.409199999999995,16.775225806451612,16.46130972028515,0
1660,03/4/2020,16.169,445,16.5126,16.81177419354839,16.432078748256636,0
1661,04/4/2020,16.045,466,16.61253333333333,16.86261290322581,16.393370873430975,0
1662,05/4/2020,16.469,467,16.719999999999995,16.927741935483873,16.400933786087876,0
1663,06/4/2020,16.517,436,16.73933333333333,16.98406451612904,16.41254040747909,0
1664,07/4/2020,16.725,451,16.765666666666664,17.033645161290327,16.44378636673118,0
1665,08/4/2020,16.927,454,16.947466666666667,17.07245161290323,16.492107730058063,0
1666,09/4/2020,16.98,408,17.1166,17.136290322580646,16.540896957052258,0
1667,10/4/2020,17.509,473,17.275666666666666,17.192,16.637707261347032,0
1668,11/4/2020,17.756,487,17.391399999999997,17.240709677419353,16.74953653521233,0
1669,12/4/2020,17.926,448,17.5262,17.28654838709678,16.867182881691097,0
1670,13/4/2020,17.98,444,17.657066666666665,17.320451612903224,16.978464593521988,0
1671,14/4/2020,17.526,405,17.7814,17.31348387096774,17.03321813416979,0
1672,15/4/2020,18.225,401,17.848666666666666,17.331903225806453,17.15239632075281,0
1673,16/4/2020,18.188,432,17.8938,17.399580645161294,17.25595668867753,0
1674,17/4/2020,18.193,476,17.940800000000003,17.461419354838714,17.349661019809776,0
1675,18/4/2020,17.905,426,17.953666666666667,17.511774193548387,17.4051949178288,0
1676,19/4/2020,18.067,411,17.934466666666665,17.558709677419355,17.47137542604592,0
1677,20/4/2020,18.432,405,17.91793333333333,17.612129032258068,17.56743788344133,0
1678,21/4/2020,18.382,367,17.876933333333334,17.647806451612908,17.648894095097194,0
1679,22/4/2020,17.734,372,17.873466666666666,17.690129032258067,17.657404685587476,0
1680,23/4/2020,17.604,342,17.8386,17.7241935483871,17.65206421702873,0
1681,24/4/2020,17.685,416,17.799133333333334,17.756999999999998,17.65535779532586,0
1682,25/4/2020,17.702,386,17.75746666666667,17.776806451612906,17.660022015793274,0
1683,26/4/2020,17.468,366,17.721666666666668,17.79051612903226,17.640819814213945,0
1684,27/4/2020,17.678,375,17.692133333333334,17.783838709677422,17.64453783279255,0
1685,28/4/2020,17.365,361,17.6434,17.77777419354839,17.616584049513296,0
1686,29/4/2020,17.474,387,17.5896,17.766548387096776,17.602325644561965,0
1687,30/4/2020,17.702,434,17.59593333333333,17.76609677419355,17.61229308010577,0
1688,01/5/2020,17.596,431,17.607733333333332,17.750838709677417,17.61066377209519,0
1689,02/5/2020,17.568,373,17.625,17.73183870967742,17.606397394885672,0
1690,03/5/2020,17.368,402,17.6178,17.720032258064517,17.582557655397103,0
1691,04/5/2020,17.624,392,17.648866666666667,17.71190322580645,17.586701889857395,0
1692,05/5/2020,17.701,418,17.640266666666665,17.700258064516127,17.598131700871654,0
1693,06/5/2020,17.575,389,17.665133333333333,17.670677419354842,17.595818530784488,0
1694,07/5/2020,17.829,411,17.675666666666665,17.650451612903225,17.61913667770604,0
1695,08/5/2020,17.781,371,17.663,17.64309677419355,17.635323009935437,0
1696,09/5/2020,17.944,361,17.6734,17.647709677419353,17.666190708941894,0
1697,10/5/2020,17.594,387,17.67546666666667,17.639645161290325,17.658971638047706,0
1698,11/5/2020,17.934,382,17.70606666666667,17.591032258064516,17.686474474242935,0
1699,12/5/2020,17.549,335,17.707999999999995,17.56512903225806,17.67272702681864,0
1700,13/5/2020,17.738,347,17.708333333333332,17.538774193548388,17.679254324136778,0
1701,14/5/2020,17.632,339,17.704333333333334,17.532096774193548,17.6745288917231,0
1702,15/5/2020,17.512,323,17.6994,17.510806451612904,17.65827600255079,0
1703,16/5/2020,17.752,315,17.681066666666666,17.492064516129034,17.66764840229571,0
1704,17/5/2020,17.599,360,17.667933333333334,17.474064516129037,17.66078356206614,0
1705,18/5/2020,17.827,317,17.657333333333334,17.47109677419355,17.67740520585953,0
1706,19/5/2020,17.653,290,17.5414,17.471645161290326,17.674964685273576,0
1707,20/5/2020,17.706,313,17.482466666666664,17.461193548387097,17.67806821674622,0
1708,21/5/2020,17.515,311,17.424,17.453741935483873,17.661761395071597,0
1709,22/5/2020,17.755,311,17.3924,17.454548387096775,17.67108525556444,0
1710,23/5/2020,17.506,311,17.345866666666666,17.439612903225804,17.654576730007996,0
1711,24/5/2020,17.747,310,17.303800000000003,17.422129032258066,17.663819057007196,0
1712,25/5/2020,17.435,359,17.266399999999997,17.390870967741936,17.640937151306478,0
1713,26/5/2020,16.195,354,17.243000000000002,17.37677419354839,17.49634343617583,0
1714,27/5/2020,16.665,358,17.225133333333336,17.35316129032258,17.413209092558247,0
1715,28/5/2020,16.861,306,17.198066666666666,17.332612903225808,17.357988183302425,0
1716,29/5/2020,17.158,337,17.19506666666667,17.309709677419356,17.337989364972184,0
1717,30/5/2020,16.814,327,17.18473333333333,17.28564516129032,17.28559042847497,0
1718,31/5/2020,17.121,315,17.1754,17.26116129032258,17.26913138562747,0
1719,01/6/2020,17.038,359,17.141533333333328,17.234322580645163,17.246018247064725,0
1720,02/6/2020,17.476,305,17.110866666666666,17.194774193548387,17.269016422358252,0
1721,03/6/2020,17.385,297,17.175,17.157387096774194,17.280614780122427,0
1722,04/6/2020,17.3,312,17.2108,17.120677419354838,17.282553302110184,0
1723,05/6/2020,17.47,330,17.2142,17.086870967741937,17.301297971899167,0
1724,06/6/2020,17.6,300,17.205533333333335,17.048129032258068,17.33116817470925,0
1725,07/6/2020,17.366,282,17.210333333333335,16.99645161290323,17.334651357238325,0
1726,08/6/2020,17.239,294,17.185799999999997,16.956225806451616,17.325086221514493,0
1727,09/6/2020,16.975,278,17.177933333333335,16.895741935483876,17.290077599363045,0
1728,10/6/2020,17.157,298,17.1044,16.82545161290323,17.27676983942674,0
1729,11/6/2020,17.202,304,17.0566,16.804096774193557,17.269292855484068,0
1730,12/6/2020,16.912,295,17.004266666666666,16.76787096774194,17.23356356993566,0
1731,13/6/2020,17.028,271,16.950133333333333,16.714516129032262,17.213007212942095,0
1732,14/6/2020,16.886,272,16.864399999999996,16.65016129032258,17.180306491647887,0
1733,15/6/2020,16.753,308,16.78353333333333,16.607580645161292,17.1375758424831,0
1734,16/6/2020,16.92,286,16.718200000000003,16.5581935483871,17.11581825823479,0
1735,17/6/2020,16.373,327,16.644666666666662,16.518032258064512,17.041536432411313,0
1736,18/6/2020,16.668,268,16.517933333333332,16.463870967741936,17.00418278917018,0
1737,19/6/2020,16.515,282,16.406666666666663,16.409838709677416,16.955264510253162,0
1738,20/6/2020,16.658,280,16.31533333333333,16.368451612903225,16.925538059227847,0
1739,21/6/2020,16.314,258,16.193933333333334,16.325870967741935,16.86438425330506,0
1740,22/6/2020,16.153,275,16.079066666666662,16.27216129032258,16.793245827974555,0
1741,23/6/2020,16.259,258,15.995133333333332,16.23474193548387,16.7398212451771,0
1742,24/6/2020,15.872,292,15.906466666666669,16.21303225806452,16.65303912065939,0
1743,25/6/2020,15.256,392,15.867799999999999,16.207774193548385,16.51333520859345,0
1744,26/6/2020,15.533,470,15.80973333333333,16.20267741935484,16.415301687734107,0
1745,27/6/2020,15.542,368,15.756066666666667,16.194548387096773,16.327971518960698,0
1746,28/6/2020,15.207,320,15.713333333333333,16.20309677419355,16.21587436706463,0
1747,29/6/2020,15.163,359,15.7024,16.204129032258066,16.110586930358167,0
1748,30/6/2020,15.494,319,15.687866666666668,16.209741935483873,16.04892823732235,0
1749,01/7/2020,15.59,280,15.684333333333333,16.220322580645163,16.003035413590116,0
1750,02/7/2020,15.793,313,15.7306,16.227580645161293,15.982031872231104,0
1751,03/7/2020,15.797,344,15.834333333333332,16.24854838709678,15.963528685007995,0
1752,04/7/2020,15.71,294,15.932066666666667,16.26645161290323,15.938175816507195,0
1753,05/7/2020,16.017,291,16.02593333333333,16.269645161290327,15.946058234856476,0
1754,06/7/2020,16.15,288,16.15726666666667,16.27409677419355,15.96645241137083,0
1755,07/7/2020,15.935,285,16.283733333333334,16.300645161290323,15.963307170233747,0
1756,08/7/2020,16.206,323,16.388133333333332,16.322870967741935,15.987576453210373,0
1757,09/7/2020,16.566,323,16.487533333333335,16.35783870967742,16.045418807889337,0
1758,10/7/2020,16.812,279,16.57766666666667,16.39535483870968,16.122076927100405,0
1759,11/7/2020,16.999,280,16.659399999999998,16.449645161290324,16.209769234390365,0
1760,12/7/2020,16.95,277,16.760266666666666,16.491129032258065,16.283792310951327,0
1761,13/7/2020,17.177,272,16.800066666666666,16.540290322580645,16.373113079856193,0
1762,14/7/2020,17.06,292,16.843133333333334,16.598129032258065,16.441801771870573,0
1763,15/7/2020,17.06,251,16.923266666666667,16.659032258064514,16.503621594683516,0
1764,16/7/2020,17.081,274,16.965666666666667,16.703999999999997,16.561359435215167,0
1765,17/7/2020,17.145,276,17.017466666666667,16.744290322580646,16.61972349169365,0
1766,18/7/2020,17.023,257,17.03233333333333,16.775419354838707,16.66005114252429,0
1767,19/7/2020,17.223,273,17.02833333333333,16.817354838709672,16.71634602827186,0
1768,20/7/2020,16.614,263,17.0196,16.854290322580642,16.706111425444675,0
1769,21/7/2020,16.796,277,17.012199999999996,16.89041935483871,16.715100282900206,0
1770,22/7/2020,17.137,236,17.0082,16.91564516129032,16.757290254610187,0
1771,23/7/2020,16.842,255,17.0076,16.95174193548387,16.765761229149167,0
1772,24/7/2020,17.343,253,16.994733333333333,16.978548387096772,16.82348510623425,0
1773,25/7/2020,17.035,238,16.97433333333333,16.990161290322582,16.844636595610826,0
1774,26/7/2020,16.939,255,16.956666666666667,16.998354838709677,16.854072936049743,0
1775,27/7/2020,16.819,285,16.948266666666665,17.000451612903227,16.850565642444767,0
1776,28/7/2020,17.066,242,16.964333333333332,16.991677419354836,16.87210907820029,0
1777,29/7/2020,17.0,239,16.987066666666667,16.973870967741934,16.88489817038026,0
1778,30/7/2020,17.051,229,16.973399999999998,16.95732258064516,16.901508353342237,0
1779,31/7/2020,16.888,230,16.98753333333333,16.944032258064517,16.90015751800801,0
1780,01/8/2020,16.839,265,16.967133333333333,16.918709677419354,16.894041766207213,0
1781,02/8/2020,16.758,252,16.959866666666667,16.8911935483871,16.880437589586492,0
