Number,Date,Price,Amount,15DayAverage,31DayAverage,Trend,predictionValues
734,20/9/2017,11.727,459,11.764400000000002,11.701322580645162,11.753578451549314,0
735,21/9/2017,11.739,414,11.727466666666666,11.69306451612903,11.752120606394383,0
736,22/9/2017,11.577,492,11.7018,11.678096774193547,11.734608545754945,0
737,23/9/2017,11.832,578,11.679866666666667,11.645903225806453,11.74434769117945,0
738,24/9/2017,11.909,522,11.655133333333334,11.621838709677416,11.760812922061508,0
739,25/9/2017,11.882,425,11.632533333333333,11.605258064516127,11.772931629855357,0
740,26/9/2017,11.809,350,11.617866666666666,11.595935483870967,11.776538466869821,0
741,27/9/2017,11.697,378,11.610533333333334,11.585806451612902,11.76858462018284,0
742,28/9/2017,11.375,382,11.571466666666668,11.580225806451612,11.729226158164556,0
743,29/9/2017,11.514,467,11.554333333333334,11.571709677419355,11.707703542348101,0
744,30/9/2017,11.502,549,11.547933333333333,11.566258064516129,11.687133188113291,0
745,01/10/2017,11.339,476,11.500933333333334,11.555096774193549,11.652319869301962,0
746,02/10/2017,11.236,409,11.463266666666666,11.548677419354838,11.610687882371765,0
747,03/10/2017,11.503,383,11.436466666666664,11.540709677419354,11.599919094134588,0
748,04/10/2017,11.517,430,11.420533333333331,11.533354838709675,11.59162718472113,0
749,05/10/2017,11.141,489,11.400399999999998,11.52796774193548,11.546564466249018,0
750,06/10/2017,11.482,405,11.409733333333332,11.517258064516124,11.540108019624116,0
751,07/10/2017,11.481,521,11.4198,11.502838709677416,11.534197217661704,0
752,08/10/2017,11.127,498,11.435,11.495129032258065,11.493477495895535,0
753,09/10/2017,11.344,420,11.444733333333334,11.480967741935485,11.47852974630598,0
754,10/10/2017,11.48,525,11.463066666666665,11.448580645161291,11.478676771675383,0
755,11/10/2017,11.57,455,11.451400000000001,11.415096774193549,11.487809094507845,0
756,12/10/2017,11.395,409,11.449933333333332,11.374709677419352,11.478528185057062,0
757,13/10/2017,11.515,452,11.4712,11.34058064516129,11.482175366551356,0
758,14/10/2017,11.665,634,11.465399999999999,11.309838709677422,11.50045782989622,0
759,15/10/2017,11.73,421,11.4528,11.278709677419355,11.523412046906598,0
760,16/10/2017,11.485,370,11.466866666666666,11.245870967741935,11.51957084221594,0
761,17/10/2017,11.511,365,11.470133333333331,11.218677419354837,11.518713757994345,0
762,18/10/2017,11.328,319,11.431799999999999,11.2088064516129,11.49964238219491,0
763,19/10/2017,11.495,347,11.3834,11.18990322580645,11.499178143975419,0
764,20/10/2017,11.46,411,11.327533333333333,11.160645161290322,11.495260329577878,0
765,21/10/2017,11.395,494,11.269133333333334,11.133548387096772,11.48523429662009,0
766,22/10/2017,11.292,460,11.186266666666665,11.097258064516128,11.465910866958083,0
767,23/10/2017,11.338,394,11.107533333333333,11.0641935483871,11.453119780262274,0
768,24/10/2017,11.393,371,11.040799999999999,11.041645161290324,11.447107802236047,0
769,25/10/2017,10.905,442,10.973133333333335,11.016419354838712,11.392897022012443,0
770,26/10/2017,10.844,407,10.9466,10.977999999999998,11.338007319811199,0
771,27/10/2017,10.557,460,10.908066666666665,10.940774193548386,11.259906587830079,0
772,28/10/2017,10.639,532,10.851400000000002,10.904064516129033,11.19781592904707,0
773,29/10/2017,10.422,473,10.778466666666665,10.864580645161293,11.120234336142364,0
774,30/10/2017,10.549,419,10.716133333333334,10.816806451612907,11.063110902528127,0
775,31/10/2017,10.484,429,10.657333333333334,10.771290322580645,11.005199812275315,0
776,01/11/2017,10.496,379,10.593,10.729483870967744,10.954279831047783,0
777,02/11/2017,10.93,495,10.570133333333334,10.683225806451613,10.951851847943004,0
778,03/11/2017,10.917,405,10.533133333333332,10.646612903225803,10.948366663148704,0
779,04/11/2017,10.61,443,10.523733333333332,10.5988064516129,10.914529996833833,0
780,05/11/2017,10.301,464,10.498266666666666,10.55122580645161,10.853176997150449,0
781,06/11/2017,10.357,393,10.489533333333332,10.514967741935482,10.803559297435404,0
782,07/11/2017,10.456,360,10.4652,10.47125806451613,10.768803367691865,0
783,08/11/2017,10.428,406,10.454199999999998,10.396193548387096,10.734723030922678,0
784,09/11/2017,10.562,409,10.433733333333333,10.320903225806454,10.71745072783041,0
785,10/11/2017,10.289,469,10.376866666666666,10.267258064516131,10.67460565504737,0
786,11/11/2017,10.416,533,10.3286,10.212677419354842,10.648745089542635,0
787,12/11/2017,10.257,456,10.2888,10.160000000000002,10.609570580588372,0
788,13/11/2017,10.291,373,10.267733333333334,10.115225806451614,10.577713522529535,0
789,14/11/2017,10.184,391,10.261999999999999,10.092903225806449,10.538342170276582,0
790,15/11/2017,10.319,422,10.2274,10.060967741935483,10.516407953248924,0
791,16/11/2017,10.189,387,10.132933333333332,10.028290322580645,10.483667157924032,0
792,17/11/2017,10.077,535,10.032733333333333,9.995935483870968,10.443000442131629,0
793,18/11/2017,10.193,574,9.962933333333332,9.960741935483869,10.418000397918465,0
794,19/11/2017,10.013,447,9.878666666666666,9.931387096774191,10.37750035812662,0
795,20/11/2017,9.985,404,9.789799999999998,9.91567741935484,10.338250322313957,0
796,21/11/2017,10.271,371,9.720466666666669,9.918129032258063,10.331525290082563,0
797,22/11/2017,9.937,431,9.6902,9.920161290322582,10.292072761074309,0
798,23/11/2017,9.011,539,9.639533333333333,9.912903225806453,10.163965484966878,0
799,24/11/2017,9.059,611,9.591666666666667,9.904516129032258,10.053468936470189,0
800,25/11/2017,9.242,590,9.552733333333332,9.89083870967742,9.972322042823171,0
801,26/11/2017,9.152,526,9.529133333333332,9.885419354838707,9.890289838540854,0
802,27/11/2017,8.924,497,9.528733333333332,9.881677419354837,9.793660854686769,0
803,28/11/2017,9.251,466,9.537933333333333,9.883516129032259,9.739394769218093,0
804,29/11/2017,9.73,370,9.544999999999998,9.88709677419355,9.738455292296285,0
805,30/11/2017,9.559,452,9.5772,9.89229032258065,9.720509763066657,0
806,01/12/2017,9.471,563,9.658533333333335,9.897161290322584,9.695558786759992,0
807,02/12/2017,9.493,614,9.732466666666664,9.910387096774192,9.675302908083992,0
808,03/12/2017,9.839,557,9.792200000000001,9.91832258064516,9.691672617275593,0
809,04/12/2017,10.007,426,9.856800000000002,9.925999999999998,9.723205355548034,0
810,05/12/2017,10.123,477,9.948533333333334,9.931451612903226,9.76318481999323,0
811,06/12/2017,10.377,495,10.0194,9.923935483870968,9.824566337993907,0
812,07/12/2017,10.42,430,10.064199999999998,9.911709677419356,9.884109704194517,0
813,08/12/2017,10.231,512,10.116599999999998,9.918064516129032,9.918798733775064,0
814,09/12/2017,10.168,645,10.183200000000001,9.96883870967742,9.943718860397558,0
815,10/12/2017,10.138,563,10.256933333333334,10.047935483870967,9.963146974357802,0
816,11/12/2017,10.121,492,10.289200000000001,10.126516129032257,9.978932276922022,0
817,12/12/2017,10.3,461,10.317466666666666,10.218451612903223,10.011039049229819,0
818,13/12/2017,10.314,408,10.321399999999999,10.310096774193548,10.041335144306837,0
819,14/12/2017,10.402,433,10.279733333333333,10.398806451612904,10.077401629876153,0
820,15/12/2017,10.345,457,10.244533333333333,10.471129032258066,10.104161466888538,0
821,16/12/2017,10.47,557,10.238066666666667,10.541774193548388,10.140745320199684,0
822,17/12/2017,10.599,555,10.265866666666664,10.610741935483869,10.186570788179717,0
823,18/12/2017,10.323,518,10.357400000000002,10.677000000000003,10.200213709361744,0
824,19/12/2017,10.431,441,10.4612,10.721032258064517,10.22329233842557,0
825,20/12/2017,10.182,502,10.574666666666667,10.769000000000005,10.219163104583012,0
826,21/12/2017,9.752,566,10.671399999999998,10.827387096774194,10.17244679412471,0
827,22/12/2017,9.892,606,10.778,10.881580645161293,10.14440211471224,0
828,23/12/2017,10.134,710,10.886466666666669,10.930483870967743,10.143361903241017,0
829,24/12/2017,10.585,777,10.971733333333335,10.989129032258063,10.187525712916916,0
830,25/12/2017,11.511,1037,11.039066666666667,11.064709677419353,10.319873141625225,0
831,26/12/2017,11.678,811,11.120666666666667,11.129387096774192,10.455685827462702,0
832,27/12/2017,12.002,748,11.1722,11.191290322580645,10.610317244716432,0
833,28/12/2017,11.765,666,11.259666666666666,11.247741935483873,10.72578552024479,0
834,29/12/2017,12.001,618,11.405066666666666,11.317709677419357,10.85330696822031,0
835,30/12/2017,11.972,723,11.549399999999999,11.388612903225809,10.96517627139828,0
836,31/12/2017,11.749,476,11.669533333333334,11.453903225806453,11.04355864425845,0
837,01/1/2018,11.609,568,11.767133333333334,11.528387096774193,11.100102779832605,0
838,02/1/2018,11.547,577,11.833800000000002,11.590903225806455,11.144792501849345,0
839,03/1/2018,11.204,613,11.864800000000002,11.66232258064516,11.150713251664412,0
840,04/1/2018,11.494,607,11.867333333333333,11.728129032258064,11.18504192649797,0
841,05/1/2018,11.933,690,11.886333333333333,11.815645161290321,11.259837733848174,0
842,06/1/2018,12.057,532,11.918466666666665,11.906870967741936,11.339553960463357,0
843,07/1/2018,11.936,562,11.960333333333331,11.993258064516127,11.399198564417022,0
844,08/1/2018,12.049,538,12.001666666666667,12.075,11.46417870797532,0
845,09/1/2018,12.511,449,12.079666666666666,12.148000000000003,11.568860837177787,0
846,10/1/2018,12.143,443,12.145666666666667,12.187999999999999,11.62627475346001,0
847,11/1/2018,12.04,552,12.234533333333333,12.216290322580646,11.667647278114009,0
848,12/1/2018,12.05,597,12.299666666666667,12.227903225806452,11.705882550302608,0
849,13/1/2018,12.483,722,12.363800000000001,12.238741935483871,11.783594295272348,0
850,14/1/2018,12.6,531,12.398666666666667,12.240516129032258,11.865234865745114,0
851,15/1/2018,12.369,563,12.440933333333335,12.238903225806453,11.915611379170603,0
852,16/1/2018,12.779,484,12.482199999999999,12.251967741935486,12.001950241253544,0
853,17/1/2018,12.537,459,12.504666666666669,12.27609677419355,12.05545521712819,0
854,18/1/2018,12.537,476,12.545200000000001,12.308387096774192,12.10360969541537,0
855,19/1/2018,12.471,573,12.579533333333334,12.353967741935485,12.140348725873833,0
856,20/1/2018,12.895,583,12.600333333333335,12.386354838709678,12.21581385328645,0
857,21/1/2018,12.58,519,12.574866666666669,12.40251612903226,12.252232467957807,0
858,22/1/2018,12.57,554,12.5386,12.413838709677421,12.284009221162027,0
859,23/1/2018,12.668,487,12.5088,12.426129032258066,12.322408299045824,0
860,24/1/2018,12.848,433,12.467133333333333,12.42867741935484,12.374967469141243,0
861,25/1/2018,12.751,474,12.455133333333333,12.424709677419354,12.41257072222712,0
862,26/1/2018,12.555,502,12.455866666666667,12.436032258064516,12.426813650004407,0
863,27/1/2018,12.362,564,12.465599999999998,12.439516129032258,12.420332285003967,0
864,28/1/2018,12.101,545,12.439133333333332,12.448032258064517,12.388399056503571,0
865,29/1/2018,12.056,571,12.4294,12.44051612903226,12.355159150853215,0
866,30/1/2018,11.922,530,12.418600000000001,12.431290322580647,12.311843235767894,0
867,31/1/2018,12.154,518,12.395199999999999,12.429548387096775,12.296058912191105,0
868,01/2/2018,12.357,496,12.347199999999999,12.410935483870968,12.302153020971994,0
869,02/2/2018,12.548,508,12.323,12.399548387096775,12.326737718874794,0
870,03/2/2018,12.617,507,12.318933333333332,12.385548387096776,12.355763946987317,0
871,04/2/2018,12.498,510,12.304666666666666,12.372032258064516,12.369987552288586,0
872,05/2/2018,12.434,432,12.318866666666667,12.355161290322583,12.376388797059727,0
873,06/2/2018,12.408,434,12.331799999999998,12.340903225806453,12.379549917353755,0
874,07/2/2018,12.317,377,12.357933333333333,12.324290322580646,12.37329492561838,0
875,08/2/2018,12.128,416,12.368666666666664,12.310161290322583,12.348765433056542,0
876,09/2/2018,12.388,510,12.358333333333333,12.294774193548387,12.352688889750887,0
877,10/2/2018,12.494,504,12.334066666666665,12.280612903225805,12.366820000775798,0
878,11/2/2018,12.148,480,12.299800000000001,12.27277419354839,12.34493800069822,0
879,12/2/2018,12.314,455,12.270066666666663,12.265548387096775,12.341844200628397,0
880,13/2/2018,12.25,394,12.265933333333331,12.269225806451612,12.332659780565558,0
881,14/2/2018,12.314,409,12.247933333333332,12.267193548387096,12.330793802509003,0
882,15/2/2018,12.315,439,12.230466666666667,12.272225806451612,12.329214422258104,0
883,16/2/2018,12.202,603,12.237266666666669,12.27158064516129,12.316492980032294,0
884,17/2/2018,12.184,559,12.236133333333333,12.26561290322581,12.303243682029066,0
885,18/2/2018,12.103,497,12.224000000000002,12.252645161290326,12.28321931382616,0
886,19/2/2018,12.052,459,12.234933333333334,12.226000000000003,12.260097382443544,0
887,20/2/2018,12.372,408,12.2232,12.221161290322584,12.27128764419919,0
888,21/2/2018,12.138,387,12.220866666666668,12.21809677419355,12.25795887977927,0
889,22/2/2018,12.055,460,12.199466666666668,12.213129032258067,12.237662991801344,0
890,23/2/2018,12.23,484,12.183666666666666,12.217612903225808,12.23689669262121,0
891,24/2/2018,12.371,483,12.179133333333336,12.22232258064516,12.250307023359088,0
892,25/2/2018,12.312,393,12.178333333333336,12.216290322580651,12.256476321023179,0
893,26/2/2018,12.312,417,12.1812,12.211000000000004,12.26202868892086,0
894,27/2/2018,12.138,380,12.163800000000002,12.205258064516132,12.249625820028776,0
895,28/2/2018,12.215,377,12.162200000000002,12.196612903225807,12.246163238025899,0
896,01/3/2018,11.993,408,12.1756,12.190000000000001,12.220846914223308,0
897,02/3/2018,12.078,472,12.188866666666664,12.187677419354838,12.20656222280098,0
898,03/3/2018,12.134,536,12.203933333333332,12.180419354838712,12.199306000520881,0
899,04/3/2018,12.172,420,12.197466666666667,12.181741935483876,12.196575400468793,0
900,05/3/2018,12.146,409,12.190066666666667,12.175290322580645,12.191517860421914,0
901,06/3/2018,11.791,447,12.191266666666667,12.170516129032258,12.151466074379723,0
902,07/3/2018,12.348,372,12.180066666666669,12.163516129032256,12.17111946694175,0
903,08/3/2018,12.339,370,12.1688,12.145741935483871,12.187907520247576,0
904,09/3/2018,12.254,443,12.172266666666665,12.132645161290322,12.194516768222819,0
905,10/3/2018,12.456,441,12.183199999999996,12.108161290322581,12.220665091400537,0
906,11/3/2018,12.274,348,12.180266666666665,12.070451612903225,12.225998582260484,0
907,12/3/2018,12.201,355,12.185,12.027903225806453,12.223498724034437,0
908,13/3/2018,12.33,332,12.174200000000003,11.98690322580645,12.234148851630994,0
909,14/3/2018,11.97,344,12.185133333333336,11.937806451612904,12.207733966467895,0
910,15/3/2018,12.046,319,12.150933333333334,11.862290322580646,12.191560569821107,0
911,16/3/2018,12.045,351,12.116399999999997,11.808161290322582,12.176904512838997,0
912,17/3/2018,12.242,385,12.0816,11.757129032258067,12.183414061555096,0
913,18/3/2018,12.09,358,12.004266666666666,11.701225806451614,12.174072655399586,0
914,19/3/2018,12.243,295,11.923399999999999,11.65716129032258,12.180965389859628,0
915,20/3/2018,11.984,291,11.8468,11.612096774193546,12.161268850873665,0
916,21/3/2018,11.955,304,11.760866666666665,11.571322580645163,12.140641965786298,0
917,22/3/2018,11.835,310,11.6822,11.543645161290321,12.110077769207669,0
918,23/3/2018,11.821,308,11.532266666666663,11.50732258064516,12.081169992286902,0
919,24/3/2018,11.732,354,11.431733333333332,11.466935483870968,12.046252993058213,0
920,25/3/2018,11.296,317,11.309666666666665,11.424774193548386,11.971227693752391,0
921,26/3/2018,11.061,347,11.193333333333333,11.380258064516127,11.880204924377152,0
922,27/3/2018,11.052,331,11.095,11.330838709677423,11.797384431939436,0
923,28/3/2018,11.041,357,11.0144,11.28261290322581,11.721745988745493,0
924,29/3/2018,10.79,451,10.942866666666667,11.234677419354844,11.628571389870945,0
925,30/3/2018,9.797,708,10.882733333333332,11.209032258064518,11.44541425088385,0
926,31/3/2018,10.537,528,10.842800000000002,11.172451612903226,11.354572825795465,0
927,01/4/2018,10.411,555,10.7998,11.139903225806451,11.260215543215919,0
928,02/4/2018,10.345,469,10.776533333333333,11.10054838709677,11.168693988894328,0
929,03/4/2018,10.768,576,10.77753333333333,11.061193548387095,11.128624590004895,0
930,04/4/2018,10.775,447,10.756866666666665,11.017290322580642,11.093262131004407,0
931,05/4/2018,10.882,425,10.734533333333331,10.98683870967742,11.072135917903967,0
932,06/4/2018,10.933,442,10.738133333333334,10.957548387096775,11.05822232611357,0
933,07/4/2018,11.222,478,10.830000000000004,10.933322580645163,11.074600093502212,0
934,08/4/2018,11.087,330,10.854999999999999,10.90358064516129,11.075840084151992,0
935,09/4/2018,10.947,308,10.896666666666667,10.87758064516129,11.062956075736793,0
936,10/4/2018,11.076,328,10.941799999999999,10.868225806451612,11.064260468163113,0
937,11/4/2018,10.742,328,10.948599999999999,10.867516129032257,11.0320344213468,0
938,12/4/2018,10.706,311,10.955733333333335,10.871161290322584,10.999430979212121,0
939,13/4/2018,10.844,352,10.966266666666666,10.874451612903226,10.98388788129091,0
940,14/4/2018,11.175,343,10.973866666666671,10.8801935483871,11.002999093161819,0
941,15/4/2018,10.912,336,10.964666666666666,10.920709677419357,10.993899183845638,0
942,16/4/2018,11.036,346,10.952133333333334,10.942548387096776,10.998109265461075,0
943,17/4/2018,11.022,298,10.95073333333333,10.960096774193548,11.000498338914968,0
944,18/4/2018,10.87,291,10.946066666666665,10.978258064516126,10.98744850502347,0
945,19/4/2018,10.882,274,10.965866666666665,10.985709677419354,10.976903654521124,0
946,20/4/2018,11.04,309,10.996466666666665,10.995806451612903,10.983213289069012,0
947,21/4/2018,11.047,390,11.0164,10.99541935483871,10.98959196016211,0
948,22/4/2018,11.084,346,11.002600000000001,10.997548387096776,10.9990327641459,0
949,23/4/2018,10.899,285,11.012,10.985870967741938,10.98902948773131,0
950,24/4/2018,10.926,282,11.023866666666667,10.959580645161292,10.982726538958179,0
951,25/4/2018,11.006,238,11.019400000000001,10.94083870967742,10.985053885062362,0
952,26/4/2018,11.039,309,11.021933333333331,10.929225806451612,10.990448496556125,0
953,27/4/2018,11.165,289,11.029733333333331,10.920354838709677,11.007903646900512,0
954,28/4/2018,11.143,307,11.032933333333334,10.906193548387096,11.021413282210462,0
955,29/4/2018,10.968,349,11.021133333333333,10.893806451612901,11.016071953989416,0
956,30/4/2018,11.053,323,11.015466666666665,10.870419354838706,11.019764758590474,0
957,01/5/2018,11.214,307,11.012866666666666,10.855612903225804,11.039188282731427,0
958,02/5/2018,10.955,273,10.969266666666666,10.837387096774192,11.030769454458284,0
959,03/5/2018,10.908,279,10.926599999999999,10.815548387096776,11.018492509012455,0
960,04/5/2018,10.999,281,10.905066666666666,10.7991935483871,11.01654325811121,0
961,05/5/2018,11.088,286,10.858533333333334,10.772483870967744,11.02368893230009,0
962,06/5/2018,10.87,303,10.800133333333331,10.745225806451613,11.00832003907008,0
963,07/5/2018,10.999,274,10.766266666666667,10.71822580645161,11.007388035163071,0
964,08/5/2018,10.86,290,10.726066666666664,10.689354838709674,10.992649231646764,0
965,09/5/2018,10.272,362,10.675333333333333,10.662548387096772,10.920584308482088,0
966,10/5/2018,10.366,266,10.643066666666668,10.62732258064516,10.86512587763388,0
967,11/5/2018,10.716,286,10.605533333333335,10.588548387096774,10.850213289870492,0
968,12/5/2018,10.467,264,10.563133333333333,10.553774193548387,10.811891960883443,0
969,13/5/2018,10.267,282,10.494200000000001,10.514161290322582,10.7574027647951,0
970,14/5/2018,10.46,251,10.4492,10.47441935483871,10.72766248831559,0
971,15/5/2018,10.45,241,10.3966,10.440774193548387,10.69989623948403,0
972,16/5/2018,10.453,244,10.351866666666664,10.406290322580642,10.675206615535627,0
973,17/5/2018,10.471,237,10.33826666666667,10.369580645161292,10.654785953982065,0
974,18/5/2018,10.345,289,10.3028,10.344548387096776,10.623807358583859,0
975,19/5/2018,10.363,289,10.241999999999999,10.316806451612907,10.597726622725474,0
976,20/5/2018,10.054,285,10.208266666666669,10.286741935483871,10.543353960452928,0
977,21/5/2018,10.195,280,10.186266666666667,10.249000000000004,10.508518564407636,0
978,22/5/2018,10.21,240,10.149666666666667,10.218419354838712,10.478666707966873,0
979,23/5/2018,10.189,221,10.114666666666666,10.18477419354839,10.449700037170187,0
980,24/5/2018,10.068,225,10.083400000000001,10.158483870967743,10.411530033453168,0
981,25/5/2018,9.834,319,10.057066666666666,10.134516129032258,10.353777030107851,0
982,26/5/2018,9.804,295,10.046,10.101516129032257,10.298799327097067,0
983,27/5/2018,9.961,313,10.025,10.056967741935482,10.26501939438736,0
984,28/5/2018,9.937,266,10.02586666666667,10.017032258064514,10.232217454948625,0
985,29/5/2018,9.911,201,10.0074,9.98474193548387,10.200095709453763,0
986,30/5/2018,9.925,269,9.9882,9.948967741935482,10.172586138508386,0
987,31/5/2018,9.984,266,9.972666666666669,9.913258064516128,10.153727524657548,0
988,01/6/2018,10.076,287,9.971133333333333,9.876806451612904,10.145954772191793,0
989,02/6/2018,10.179,292,9.9508,9.837225806451611,10.149259294972612,0
990,03/6/2018,10.048,245,9.920066666666665,9.804419354838709,10.13913336547535,0
991,04/6/2018,10.067,307,9.878333333333334,9.768838709677418,10.131920028927816,0
992,05/6/2018,9.918,277,9.831133333333332,9.738870967741935,10.110528026035034,0
993,06/6/2018,9.922,291,9.788133333333333,9.692129032258064,10.091675223431531,0
994,07/6/2018,9.956,263,9.749866666666666,9.624451612903227,10.078107701088378,0
995,08/6/2018,10.045,320,9.707133333333331,9.564645161290324,10.07479693097954,0
996,09/6/2018,9.529,351,9.656933333333333,9.50916129032258,10.020217237881585,0
997,10/6/2018,9.343,311,9.594599999999998,9.455225806451613,9.952495514093428,0
998,11/6/2018,9.335,277,9.546600000000002,9.404903225806454,9.890745962684086,0
999,12/6/2018,9.229,265,9.492799999999999,9.354129032258067,9.824571366415679,0
1000,13/6/2018,9.266,263,9.439933333333334,9.295419354838714,9.768714229774112,0
1001,14/6/2018,9.351,269,9.361533333333334,9.240064516129035,9.726942806796702,0
1002,15/6/2018,9.343,264,9.238599999999998,9.193483870967741,9.688548526117032,0
1003,16/6/2018,9.323,287,9.1246,9.145516129032258,9.651993673505329,0
1004,17/6/2018,9.244,306,9.045866666666665,9.092838709677418,9.611194306154797,0
1005,18/6/2018,9.328,308,8.967133333333335,9.040838709677418,9.582874875539318,0
1006,19/6/2018,9.26,290,8.894400000000001,8.991806451612902,9.550587387985386,0
1007,20/6/2018,9.125,341,8.838266666666668,8.950677419354836,9.508028649186848,0
1008,21/6/2018,8.746,376,8.761666666666667,8.929193548387095,9.431825784268163,0
1009,22/6/2018,8.112,581,8.6846,8.915806451612905,9.299843205841347,0
1010,23/6/2018,8.335,475,8.627133333333335,8.898967741935484,9.203358885257213,0
1011,24/6/2018,8.348,388,8.572066666666668,8.877935483870969,9.117822996731492,0
1012,25/6/2018,8.162,393,8.518666666666668,8.882032258064516,9.022240697058344,0
1013,26/6/2018,8.244,377,8.467933333333333,8.896709677419356,8.94441662735251,0
1014,27/6/2018,8.387,345,8.419133333333333,8.913,8.888674964617259,0
1015,28/6/2018,8.117,365,8.396933333333335,8.930322580645164,8.811507468155533,0
1016,29/6/2018,8.195,356,8.430666666666667,8.949741935483871,8.74985672133998,0
1017,30/6/2018,8.481,316,8.523666666666667,8.971064516129033,8.72297104920598,0
1018,01/7/2018,8.497,336,8.596933333333334,8.994774193548386,8.700373944285383,0
1019,02/7/2018,8.443,324,8.6666,9.023870967741935,8.674636549856846,0
1020,03/7/2018,8.567,304,8.766200000000001,9.04877419354839,8.663872894871162,0
1021,04/7/2018,8.528,327,8.869800000000001,9.078290322580647,8.650285605384045,0
1022,05/7/2018,8.792,338,8.966666666666667,9.107612903225805,8.66445704484564,0
1023,06/7/2018,9.252,334,9.076600000000001,9.14074193548387,8.723211340361077,0
1024,07/7/2018,9.507,303,9.188133333333333,9.182967741935485,8.801590206324969,0
1025,08/7/2018,9.434,309,9.290199999999999,9.245774193548387,8.864831185692472,0
1026,09/7/2018,9.393,318,9.3956,9.307806451612905,8.917648067123224,0
1027,10/7/2018,9.656,306,9.5144,9.370774193548387,8.991483260410902,0
1028,11/7/2018,9.798,290,9.610999999999999,9.443354838709677,9.072134934369814,0
1029,12/7/2018,9.84,257,9.725333333333335,9.511225806451613,9.148921440932833,0
1030,13/7/2018,9.766,320,9.817133333333333,9.572709677419358,9.21062929683955,0
1031,14/7/2018,9.868,294,9.877133333333331,9.644290322580648,9.276366367155596,0
1032,15/7/2018,10.012,272,9.913666666666668,9.71935483870968,9.349929730440037,0
1033,16/7/2018,10.078,328,9.955333333333334,9.789000000000001,9.422736757396033,0
1034,17/7/2018,10.225,286,10.013000000000002,9.854967741935486,9.502963081656429,0
1035,18/7/2018,10.016,295,10.055933333333334,9.923096774193551,9.554266773490786,0
1036,19/7/2018,10.243,284,10.096866666666665,9.989258064516129,9.623140096141707,0
1037,20/7/2018,10.169,273,10.130733333333334,10.063451612903226,9.677726086527537,0
1038,21/7/2018,10.152,268,10.165866666666666,10.129806451612904,9.725153477874784,0
1039,22/7/2018,10.055,300,10.197066666666668,10.184580645161292,9.758138130087305,0
1040,23/7/2018,10.059,316,10.231066666666665,10.233129032258065,9.788224317078575,0
1041,24/7/2018,10.258,302,10.268533333333336,10.275999999999998,9.835201885370717,0
1042,25/7/2018,10.3,278,10.289666666666667,10.322774193548387,9.881681696833645,0
1043,26/7/2018,10.412,265,10.325600000000001,10.354161290322578,9.934713527150281,0
1044,27/7/2018,10.348,292,10.350600000000002,10.376354838709679,9.976042174435253,0
1045,28/7/2018,10.293,260,10.394533333333333,10.397032258064517,10.007737956991727,0
1046,29/7/2018,10.336,306,10.440999999999999,10.417580645161289,10.040564161292554,0
1047,30/7/2018,10.522,256,10.500666666666666,10.438387096774191,10.088707745163298,0
1048,31/7/2018,10.64,285,10.564200000000001,10.454193548387096,10.143836970646968,0
1049,01/8/2018,10.542,259,10.597866666666668,10.466774193548387,10.183653273582271,0
1050,02/8/2018,10.555,266,10.634066666666666,10.481870967741935,10.220787946224045,0
1051,03/8/2018,10.618,326,10.648533333333335,10.506064516129033,10.26050915160164,0
1052,04/8/2018,10.828,333,10.657733333333335,10.521032258064515,10.317258236441477,0
1053,05/8/2018,10.849,322,10.670266666666667,10.543967741935486,10.370432412797328,0
1054,06/8/2018,10.95,338,10.674733333333332,10.563000000000002,10.428389171517596,0
1055,07/8/2018,11.012,294,10.674133333333335,10.5921935483871,10.486750254365838,0
1056,08/8/2018,10.763,324,10.664933333333334,10.619903225806452,10.514375228929254,0
1057,09/8/2018,10.843,328,10.66,10.646774193548387,10.547237706036329,0
1058,10/8/2018,10.629,342,10.6692,10.675903225806453,10.555413935432696,0
1059,11/8/2018,10.486,290,10.679066666666667,10.696935483870968,10.548472541889428,0
1060,12/8/2018,10.481,263,10.670999999999998,10.723032258064515,10.541725287700485,0
1061,13/8/2018,10.403,343,10.673066666666665,10.755999999999998,10.527852758930438,0
1062,14/8/2018,10.513,281,10.6592,10.785096774193546,10.526367483037394,0
1063,15/8/2018,10.502,280,10.655733333333334,10.785903225806452,10.523930734733655,0
1064,16/8/2018,10.468,269,10.666066666666666,10.783612903225807,10.51833766126029,0
1065,17/8/2018,10.693,281,10.6826,10.794903225806449,10.535803895134261,0
1066,18/8/2018,10.766,295,10.720866666666666,10.805354838709677,10.558823505620836,0
1067,19/8/2018,10.707,289,10.7594,10.824677419354837,10.573641155058754,0
1068,20/8/2018,10.88,301,10.804466666666666,10.83522580645161,10.60427703955288,0
1069,21/8/2018,10.742,283,10.865266666666665,10.840999999999998,10.618049335597592,0
1070,22/8/2018,10.96,267,10.913600000000002,10.850258064516128,10.652244402037832,0
1071,23/8/2018,10.918,250,10.9166,10.86635483870968,10.678819961834048,0
1072,24/8/2018,11.091,275,10.923333333333336,10.889677419354841,10.720037965650643,0
1073,25/8/2018,11.203,306,10.936599999999999,10.912709677419354,10.76833416908558,0
1074,26/8/2018,11.064,290,10.944133333333331,10.94658064516129,10.797900752177023,0
1075,27/8/2018,11.157,265,10.978133333333336,10.990677419354837,10.833810676959322,0
1076,28/8/2018,11.315,264,10.996466666666667,11.027612903225805,10.881929609263391,0
